0,1,2,3,4,5,6,7,8,9,mejores_aptitudes
0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,9.313794206364775e-07
-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,-0.00030518509475996325,-0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,0.00030518509475996325,9.313794206364775e-07
