mi_indice,0,1,2,3,4,5,6,7,8,9,Aptitud
22,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.000193765863855333
12,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.000193765863855333
11,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.000193765863855333
5,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.9597460782518468,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,1.239435329745021
0,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.9597460782518459,-0.0003125190746500195,0.00031251907465090767,1.2394353297450493
25,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.9597460782518468,-0.0003125190746500195,1.2394353297450493
13,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,-0.9597460782518459,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,1.2394353297450493
14,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.9597460782518459,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,1.2394353297450493
6,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,-0.9597460782518459,0.00031251907465090767,1.2394353297450493
4,-0.9597460782518459,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,1.2394353297450493
1,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.9597460782518459,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,1.2394353297450493
28,0.9597460782518468,-0.0003125190746500195,0.0028126716718555045,0.0028126716718555045,0.00031251907465090767,0.00031251907465090767,-0.002187633522553689,-0.005312824269059213,0.0021876335225545773,-0.0003125190746500195,1.2499755677472422
3,-0.0003125190746500195,0.00031251907465090767,0.9597460782518468,-0.0003125190746500195,0.9597460782518468,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,2.4786768936261865
8,-0.0003125190746500195,-0.9597460782518459,0.00031251907465090767,-0.0003125190746500195,-0.9597460782518459,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,2.478676893626215
27,-0.0003125190746500195,0.9597460782518468,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.9597460782518459,2.478676893626215
7,0.00031251907465090767,0.9597460782518468,-0.0003125190746500195,-0.9597460782518459,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,2.478676893626215
21,-0.9597460782518459,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,-0.9597460782518459,0.00031251907465090767,2.4786768936262433
15,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.9597460782518459,-0.9597460782518459,-0.0003125190746500195,0.9597460782518468,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,3.7179184575073805
